datetime,smp
2018-02-08 10:00,147.42
2018-02-08 11:00,143.39
2018-02-08 12:00,132.77
2018-02-08 13:00,131.61
2018-02-08 14:00,132.77
2018-02-08 15:00,132.77
2018-02-08 16:00,116.84
2018-02-08 17:00,135.4
2018-02-08 18:00,147.42
2018-02-08 19:00,141.03
2018-02-08 20:00,140.55
2018-02-08 21:00,142.87
2018-02-08 22:00,141.2
2018-02-08 23:00,142.16
2018-02-08 24:00,143.26
2018-02-09 01:00,119.97
2018-02-09 02:00,122.99
2018-02-09 03:00,116.84
2018-02-09 04:00,121.96
2018-02-09 05:00,122.47
2018-02-09 06:00,116.84
2018-02-09 07:00,122.99
2018-02-09 08:00,120.63
2018-02-09 09:00,116.84
2018-02-09 10:00,116.84
2018-02-09 11:00,116.84
2018-02-09 12:00,116.84
2018-02-09 13:00,116.84
2018-02-09 14:00,118.93
2018-02-09 15:00,116.84
2018-02-09 16:00,116.84
2018-02-09 17:00,120.63
2018-02-09 18:00,141.24
2018-02-09 19:00,150.7
2018-02-09 20:00,150.13
2018-02-09 21:00,141.24
2018-02-09 22:00,141.24
2018-02-09 23:00,141.24
2018-02-09 24:00,145.93
2018-02-10 01:00,116.99
2018-02-10 02:00,116.99
2018-02-10 03:00,122.3
2018-02-10 04:00,116.99
2018-02-10 05:00,116.99
2018-02-10 06:00,120.75
2018-02-10 07:00,123.03
2018-02-10 08:00,117.28
2018-02-10 09:00,117.14
2018-02-10 10:00,116.99
2018-02-10 11:00,116.99
2018-02-10 12:00,144.23
2018-02-10 13:00,116.56
2018-02-10 14:00,116.99
2018-02-10 15:00,116.34
2018-02-10 16:00,144.56
2018-02-10 17:00,147.2
2018-02-10 18:00,146.87
2018-02-10 19:00,146.87
2018-02-10 20:00,146.87
2018-02-10 21:00,144.51
2018-02-10 22:00,142.84
2018-02-10 23:00,143.67
2018-02-10 24:00,144.39
2018-02-11 01:00,136.67
2018-02-11 02:00,116.91
2018-02-11 03:00,118.54
2018-02-11 04:00,116.91
2018-02-11 05:00,116.91
2018-02-11 06:00,116.91
2018-02-11 07:00,121.56
2018-02-11 08:00,116.91
2018-02-11 09:00,119.2
2018-02-11 10:00,116.99
2018-02-11 11:00,116.91
2018-02-11 12:00,120.75
2018-02-11 13:00,119.2
2018-02-11 14:00,116.91
2018-02-11 15:00,116.91
2018-02-11 16:00,116.91
2018-02-11 17:00,118.54
2018-02-11 18:00,139.9
2018-02-11 19:00,137.76
2018-02-11 20:00,136.03
2018-02-11 21:00,149.3
2018-02-11 22:00,149.01
2018-02-11 23:00,149.3
2018-02-11 24:00,149.81
2018-02-12 01:00,128.64
2018-02-12 02:00,132.09
2018-02-12 03:00,124.68
2018-02-12 04:00,124.68
2018-02-12 05:00,126.33
2018-02-12 06:00,132.09
2018-02-12 07:00,131.52
2018-02-12 08:00,130.94
2018-02-12 09:00,127.32
2018-02-12 10:00,134.4
2018-02-12 11:00,132.8
2018-02-12 12:00,129.72
2018-02-12 13:00,130.11
2018-02-12 14:00,131.22
2018-02-12 15:00,130.07
2018-02-12 16:00,130.07
2018-02-12 17:00,132.05
2018-02-12 18:00,162.97
2018-02-12 19:00,167.78
2018-02-12 20:00,164.26
2018-02-12 21:00,160.41
2018-02-12 22:00,132.53
2018-02-12 23:00,160.41
2018-02-12 24:00,161.37
2018-02-13 01:00,128.35
2018-02-13 02:00,126.95
2018-02-13 03:00,129.59
2018-02-13 04:00,126.95
2018-02-13 05:00,128.35
2018-02-13 06:00,133.54
2018-02-13 07:00,129.5
2018-02-13 08:00,129.59
2018-02-13 09:00,141.61
2018-02-13 10:00,129.59
2018-02-13 11:00,135.84
2018-02-13 12:00,126.95
2018-02-13 13:00,126.95
2018-02-13 14:00,129.92
2018-02-13 15:00,126.95
2018-02-13 16:00,129.59
2018-02-13 17:00,129.59
2018-02-13 18:00,132.96
2018-02-13 19:00,146.75
2018-02-13 20:00,146.4
2018-02-13 21:00,144.39
2018-02-13 22:00,129.5
2018-02-13 23:00,129.59
2018-02-13 24:00,143.43
2018-02-14 01:00,129.62
2018-02-14 02:00,130.34
2018-02-14 03:00,127.65
2018-02-14 04:00,127.03
2018-02-14 05:00,128.28
2018-02-14 06:00,127.27
2018-02-14 07:00,129.23
2018-02-14 08:00,130.07
2018-02-14 09:00,168.73
2018-02-14 10:00,168.57
2018-02-14 11:00,116.84
2018-02-14 12:00,116.84
2018-02-14 13:00,116.84
2018-02-14 14:00,116.84
2018-02-14 15:00,119.81
2018-02-14 16:00,116.84
2018-02-14 17:00,116.84
2018-02-14 18:00,116.84
2018-02-14 19:00,146.72
2018-02-14 20:00,145.4
2018-02-14 21:00,145.4
2018-02-14 22:00,143.34
2018-02-14 23:00,143.34
2018-02-14 24:00,143.67
2018-02-15 01:00,135.61
2018-02-15 02:00,137.34
2018-02-15 03:00,130.42
2018-02-15 04:00,128.45
2018-02-15 05:00,129.27
2018-02-15 06:00,130.42
2018-02-15 07:00,131.99
2018-02-15 08:00,133.88
2018-02-15 09:00,116.95
2018-02-15 10:00,118.63
2018-02-15 11:00,118.56
2018-02-15 12:00,116.95
2018-02-15 13:00,116.95
2018-02-15 14:00,118.56
2018-02-15 15:00,116.95
2018-02-15 16:00,116.62
2018-02-15 17:00,116.95
2018-02-15 18:00,140.61
2018-02-15 19:00,142.71
2018-02-15 20:00,142.11
2018-02-15 21:00,141.87
2018-02-15 22:00,142.71
2018-02-15 23:00,140.61
2018-02-15 24:00,140.39
2018-02-16 01:00,136.6
2018-02-16 02:00,137.18
2018-02-16 03:00,130.26
2018-02-16 04:00,127.71
2018-02-16 05:00,127.71
2018-02-16 06:00,130.34
2018-02-16 07:00,127.71
2018-02-16 08:00,130.34
2018-02-16 09:00,119.11
2018-02-16 10:00,116.9
2018-02-16 11:00,122.58
2018-02-16 12:00,105.55
2018-02-16 13:00,51.12
2018-02-16 14:00,102.97
2018-02-16 15:00,113.29
2018-02-16 16:00,114.32
2018-02-16 17:00,117.71
2018-02-16 18:00,121.1
2018-02-16 19:00,123.62
2018-02-16 20:00,123.62
2018-02-16 21:00,123.62
2018-02-16 22:00,123.62
2018-02-16 23:00,125.68
2018-02-16 24:00,123.62
2018-02-17 01:00,126.69
2018-02-17 02:00,119.11
2018-02-17 03:00,117.93
2018-02-17 04:00,116.98
2018-02-17 05:00,117.0
2018-02-17 06:00,122.06
2018-02-17 07:00,117.32
2018-02-17 08:00,118.23
2018-02-17 09:00,116.56
2018-02-17 10:00,119.11
2018-02-17 11:00,119.11
2018-02-17 12:00,107.61
2018-02-17 13:00,116.9
2018-02-17 14:00,119.48
2018-02-17 15:00,112.92
2018-02-17 16:00,115.57
2018-02-17 17:00,125.67
2018-02-17 18:00,123.01
2018-02-17 19:00,152.5
2018-02-17 20:00,151.84
2018-02-17 21:00,149.86
2018-02-17 22:00,149.86
2018-02-17 23:00,123.01
2018-02-17 24:00,152.5
2018-02-18 01:00,129.99
2018-02-18 02:00,132.04
2018-02-18 03:00,127.35
2018-02-18 04:00,127.35
2018-02-18 05:00,127.35
2018-02-18 06:00,129.99
2018-02-18 07:00,132.79
2018-02-18 08:00,127.6
2018-02-18 09:00,116.91
2018-02-18 10:00,116.91
2018-02-18 11:00,116.91
2018-02-18 12:00,120.62
2018-02-18 13:00,116.91
2018-02-18 14:00,117.52
2018-02-18 15:00,118.26
2018-02-18 16:00,119.29
2018-02-18 17:00,118.11
2018-02-18 18:00,146.06
2018-02-18 19:00,148.28
2018-02-18 20:00,146.06
2018-02-18 21:00,145.13
2018-02-18 22:00,145.96
2018-02-18 23:00,145.72
2018-02-18 24:00,145.24
2018-02-19 01:00,131.43
2018-02-19 02:00,117.83
2018-02-19 03:00,116.84
2018-02-19 04:00,116.84
2018-02-19 05:00,116.84
2018-02-19 06:00,116.84
2018-02-19 07:00,116.84
2018-02-19 08:00,132.65
2018-02-19 09:00,133.64
2018-02-19 10:00,134.14
2018-02-19 11:00,139.98
2018-02-19 12:00,135.45
2018-02-19 13:00,131.17
2018-02-19 14:00,141.13
2018-02-19 15:00,135.45
2018-02-19 16:00,140.56
2018-02-19 17:00,135.78
2018-02-19 18:00,148.94
2018-02-19 19:00,151.67
2018-02-19 20:00,149.48
2018-02-19 21:00,132.82
2018-02-19 22:00,132.82
2018-02-19 23:00,132.82
2018-02-19 24:00,148.63
2018-02-20 01:00,132.35
2018-02-20 02:00,118.01
2018-02-20 03:00,119.88
2018-02-20 04:00,118.01
2018-02-20 05:00,118.01
2018-02-20 06:00,118.84
2018-02-20 07:00,118.01
2018-02-20 08:00,118.01
2018-02-20 09:00,119.36
2018-02-20 10:00,118.7
2018-02-20 11:00,120.83
2018-02-20 12:00,118.62
2018-02-20 13:00,115.53
2018-02-20 14:00,115.16
2018-02-20 15:00,119.88
2018-02-20 16:00,117.66
2018-02-20 17:00,121.72
2018-02-20 18:00,136.77
2018-02-20 19:00,145.99
2018-02-20 20:00,142.53
2018-02-20 21:00,143.68
2018-02-20 22:00,139.07
2018-02-20 23:00,132.82
2018-02-20 24:00,132.82
2018-02-21 01:00,124.31
2018-02-21 02:00,117.12
2018-02-21 03:00,119.87
2018-02-21 04:00,116.84
2018-02-21 05:00,116.84
2018-02-21 06:00,117.8
2018-02-21 07:00,116.84
2018-02-21 08:00,162.89
2018-02-21 09:00,167.06
2018-02-21 10:00,163.37
2018-02-21 11:00,120.68
2018-02-21 12:00,116.84
2018-02-21 13:00,116.84
2018-02-21 14:00,116.84
2018-02-21 15:00,116.84
2018-02-21 16:00,116.84
2018-02-21 17:00,116.84
2018-02-21 18:00,129.13
2018-02-21 19:00,166.18
2018-02-21 20:00,166.66
2018-02-21 21:00,163.77
2018-02-21 22:00,161.85
2018-02-21 23:00,136.54
2018-02-21 24:00,135.96
2018-02-22 01:00,128.01
2018-02-22 02:00,130.07
2018-02-22 03:00,125.37
2018-02-22 04:00,116.84
2018-02-22 05:00,116.84
2018-02-22 06:00,125.37
2018-02-22 07:00,162.39
2018-02-22 08:00,165.59
2018-02-22 09:00,165.91
2018-02-22 10:00,120.51
2018-02-22 11:00,116.84
2018-02-22 12:00,119.18
2018-02-22 13:00,116.84
2018-02-22 14:00,116.84
2018-02-22 15:00,119.18
2018-02-22 16:00,120.51
2018-02-22 17:00,142.38
2018-02-22 18:00,142.88
2018-02-22 19:00,143.03
2018-02-22 20:00,144.14
2018-02-22 21:00,143.45
2018-02-22 22:00,142.49
2018-02-22 23:00,142.37
2018-02-22 24:00,142.49
2018-02-23 01:00,135.01
2018-02-23 02:00,124.39
2018-02-23 03:00,127.03
2018-02-23 04:00,123.32
2018-02-23 05:00,124.39
2018-02-23 06:00,132.71
2018-02-23 07:00,124.39
2018-02-23 08:00,132.13
2018-02-23 09:00,131.55
2018-02-23 10:00,116.84
2018-02-23 11:00,116.84
2018-02-23 12:00,116.84
2018-02-23 13:00,116.84
2018-02-23 14:00,120.47
2018-02-23 15:00,120.47
2018-02-23 16:00,120.47
2018-02-23 17:00,116.84
2018-02-23 18:00,116.84
2018-02-23 19:00,142.97
2018-02-23 20:00,143.44
2018-02-23 21:00,142.37
2018-02-23 22:00,141.5
2018-02-23 23:00,142.13
2018-02-23 24:00,142.01
2018-02-24 01:00,122.99
2018-02-24 02:00,116.88
2018-02-24 03:00,116.88
2018-02-24 04:00,116.88
2018-02-24 05:00,116.88
2018-02-24 06:00,116.88
2018-02-24 07:00,121.96
2018-02-24 08:00,116.88
2018-02-24 09:00,121.96
2018-02-24 10:00,121.44
2018-02-24 11:00,116.88
2018-02-24 12:00,116.88
2018-02-24 13:00,116.63
2018-02-24 14:00,116.88
2018-02-24 15:00,118.2
2018-02-24 16:00,119.74
2018-02-24 17:00,119.23
2018-02-24 18:00,132.53
2018-02-24 19:00,144.31
2018-02-24 20:00,148.34
2018-02-24 21:00,144.31
2018-02-24 22:00,137.8
2018-02-24 23:00,139.7
2018-02-24 24:00,137.97
2018-02-25 01:00,132.61
2018-02-25 02:00,117.06
2018-02-25 03:00,118.39
2018-02-25 04:00,117.06
2018-02-25 05:00,117.06
2018-02-25 06:00,117.06
2018-02-25 07:00,117.06
2018-02-25 08:00,117.06
2018-02-25 09:00,117.06
2018-02-25 10:00,122.96
2018-02-25 11:00,117.06
2018-02-25 12:00,116.71
2018-02-25 13:00,116.36
2018-02-25 14:00,116.94
2018-02-25 15:00,117.8
2018-02-25 16:00,117.06
2018-02-25 17:00,117.06
2018-02-25 18:00,140.74
2018-02-25 19:00,144.2
2018-02-25 20:00,144.2
2018-02-25 21:00,144.03
2018-02-25 22:00,141.89
2018-02-25 23:00,141.89
2018-02-25 24:00,141.4
2018-02-26 01:00,116.84
2018-02-26 02:00,116.84
2018-02-26 03:00,116.84
2018-02-26 04:00,116.84
2018-02-26 05:00,116.84
2018-02-26 06:00,120.1
2018-02-26 07:00,116.84
2018-02-26 08:00,132.02
2018-02-26 09:00,134.74
2018-02-26 10:00,129.47
2018-02-26 11:00,129.47
2018-02-26 12:00,132.1
2018-02-26 13:00,129.47
2018-02-26 14:00,134.9
2018-02-26 15:00,141.24
2018-02-26 16:00,129.47
2018-02-26 17:00,142.97
2018-02-26 18:00,141.82
2018-02-26 19:00,146.47
2018-02-26 20:00,146.47
2018-02-26 21:00,143.88
2018-02-26 22:00,129.72
2018-02-26 23:00,129.47
2018-02-26 24:00,144.7
2018-02-27 01:00,132.19
2018-02-27 02:00,132.27
2018-02-27 03:00,129.06
2018-02-27 04:00,116.88
2018-02-27 05:00,116.88
2018-02-27 06:00,131.04
2018-02-27 07:00,134.9
2018-02-27 08:00,129.64
2018-02-27 09:00,129.64
2018-02-27 10:00,116.88
2018-02-27 11:00,116.88
2018-02-27 12:00,116.88
2018-02-27 13:00,116.55
2018-02-27 14:00,116.88
2018-02-27 15:00,116.88
2018-02-27 16:00,116.88
2018-02-27 17:00,116.88
2018-02-27 18:00,116.88
2018-02-27 19:00,171.36
2018-02-27 20:00,144.0
2018-02-27 21:00,142.64
2018-02-27 22:00,145.43
2018-02-27 23:00,145.31
2018-02-27 24:00,144.83
2018-02-28 01:00,126.51
2018-02-28 02:00,122.16
2018-02-28 03:00,117.57
2018-02-28 04:00,117.57
2018-02-28 05:00,117.57
2018-02-28 06:00,119.95
2018-02-28 07:00,117.57
2018-02-28 08:00,120.98
2018-02-28 09:00,120.98
2018-02-28 10:00,117.57
2018-02-28 11:00,124.0
2018-02-28 12:00,117.22
2018-02-28 13:00,115.09
2018-02-28 14:00,116.37
2018-02-28 15:00,116.8
2018-02-28 16:00,116.59
2018-02-28 17:00,117.57
2018-02-28 18:00,117.57
2018-02-28 19:00,160.05
2018-02-28 20:00,165.98
2018-02-28 21:00,163.09
2018-02-28 22:00,160.05
2018-02-28 23:00,159.57
2018-02-28 24:00,158.93
2018-03-01 01:00,132.78
2018-03-01 02:00,131.52
2018-03-01 03:00,132.78
2018-03-01 04:00,126.89
2018-03-01 05:00,129.92
2018-03-01 06:00,127.4
2018-03-01 07:00,135.3
2018-03-01 08:00,138.24
2018-03-01 09:00,120.83
2018-03-01 10:00,125.21
2018-03-01 11:00,128.91
2018-03-01 12:00,129.42
2018-03-01 13:00,119.65
2018-03-01 14:00,120.68
2018-03-01 15:00,120.53
2018-03-01 16:00,120.83
2018-03-01 17:00,120.83
2018-03-01 18:00,138.83
2018-03-01 19:00,181.14
2018-03-01 20:00,140.0
2018-03-01 21:00,142.56
2018-03-01 22:00,144.23
2018-03-01 23:00,144.23
2018-03-01 24:00,144.23
2018-03-02 01:00,136.03
2018-03-02 02:00,139.98
2018-03-02 03:00,134.6
2018-03-02 04:00,134.6
2018-03-02 05:00,134.6
2018-03-02 06:00,134.6
2018-03-02 07:00,170.27
2018-03-02 08:00,175.15
2018-03-02 09:00,171.11
2018-03-02 10:00,123.22
2018-03-02 11:00,120.73
2018-03-02 12:00,122.69
2018-03-02 13:00,120.62
2018-03-02 14:00,120.73
2018-03-02 15:00,120.73
2018-03-02 16:00,121.62
2018-03-02 17:00,120.73
2018-03-02 18:00,140.58
2018-03-02 19:00,144.03
2018-03-02 20:00,151.25
2018-03-02 21:00,144.03
2018-03-02 22:00,144.03
2018-03-02 23:00,144.03
2018-03-02 24:00,144.03
2018-03-03 01:00,140.28
2018-03-03 02:00,135.41
2018-03-03 03:00,128.35
2018-03-03 04:00,120.6
2018-03-03 05:00,130.03
2018-03-03 06:00,135.41
2018-03-03 07:00,132.72
2018-03-03 08:00,135.32
2018-03-03 09:00,120.6
2018-03-03 10:00,120.6
2018-03-03 11:00,120.6
2018-03-03 12:00,125.84
2018-03-03 13:00,113.75
2018-03-03 14:00,121.66
2018-03-03 15:00,122.72
2018-03-03 16:00,122.19
2018-03-03 17:00,122.19
2018-03-03 18:00,126.69
2018-03-03 19:00,180.97
2018-03-03 20:00,145.23
2018-03-03 21:00,147.96
2018-03-03 22:00,147.05
2018-03-03 23:00,147.35
2018-03-03 24:00,148.32
2018-03-04 01:00,122.99
2018-03-04 02:00,124.21
2018-03-04 03:00,120.59
2018-03-04 04:00,120.63
2018-03-04 05:00,120.63
2018-03-04 06:00,123.75
2018-03-04 07:00,126.34
2018-03-04 08:00,127.71
2018-03-04 09:00,120.63
2018-03-04 10:00,120.63
2018-03-04 11:00,126.87
2018-03-04 12:00,112.42
2018-03-04 13:00,94.96
2018-03-04 14:00,117.89
2018-03-04 15:00,120.1
2018-03-04 16:00,116.83
2018-03-04 17:00,127.71
2018-03-04 18:00,148.14
2018-03-04 19:00,127.32
2018-03-04 20:00,147.47
2018-03-04 21:00,144.78
2018-03-04 22:00,144.78
2018-03-04 23:00,147.47
2018-03-04 24:00,154.19
2018-03-05 01:00,126.72
2018-03-05 02:00,121.36
2018-03-05 03:00,120.5
2018-03-05 04:00,119.98
2018-03-05 05:00,121.36
2018-03-05 06:00,121.36
2018-03-05 07:00,121.36
2018-03-05 08:00,177.98
2018-03-05 09:00,121.36
2018-03-05 10:00,180.0
2018-03-05 11:00,129.96
2018-03-05 12:00,121.36
2018-03-05 13:00,119.48
2018-03-05 14:00,121.36
2018-03-05 15:00,121.36
2018-03-05 16:00,121.36
2018-03-05 17:00,121.36
2018-03-05 18:00,147.85
2018-03-05 19:00,147.73
2018-03-05 20:00,148.01
2018-03-05 21:00,147.54
2018-03-05 22:00,144.86
2018-03-05 23:00,143.0
2018-03-05 24:00,158.29
2018-03-06 01:00,135.17
2018-03-06 02:00,121.14
2018-03-06 03:00,123.19
2018-03-06 04:00,120.72
2018-03-06 05:00,126.39
2018-03-06 06:00,120.72
2018-03-06 07:00,126.77
2018-03-06 08:00,124.33
2018-03-06 09:00,123.27
2018-03-06 10:00,181.06
2018-03-06 11:00,125.17
2018-03-06 12:00,127.3
2018-03-06 13:00,120.72
2018-03-06 14:00,120.72
2018-03-06 15:00,120.72
2018-03-06 16:00,120.72
2018-03-06 17:00,120.72
2018-03-06 18:00,120.72
2018-03-06 19:00,149.88
2018-03-06 20:00,155.26
2018-03-06 21:00,155.26
2018-03-06 22:00,152.57
2018-03-06 23:00,149.88
2018-03-06 24:00,150.85
2018-03-07 01:00,123.43
2018-03-07 02:00,120.76
2018-03-07 03:00,120.76
2018-03-07 04:00,120.76
2018-03-07 05:00,120.76
2018-03-07 06:00,120.76
2018-03-07 07:00,121.3
2018-03-07 08:00,120.76
2018-03-07 09:00,123.43
2018-03-07 10:00,126.4
2018-03-07 11:00,120.76
2018-03-07 12:00,123.74
2018-03-07 13:00,123.43
2018-03-07 14:00,125.34
2018-03-07 15:00,120.76
2018-03-07 16:00,123.89
2018-03-07 17:00,121.76
2018-03-07 18:00,178.66
2018-03-07 19:00,180.18
2018-03-07 20:00,145.64
2018-03-07 21:00,143.04
2018-03-07 22:00,149.17
2018-03-07 23:00,148.58
2018-03-07 24:00,145.05
2018-03-08 01:00,121.24
2018-03-08 02:00,126.95
2018-03-08 03:00,120.76
2018-03-08 04:00,120.54
2018-03-08 05:00,120.8
2018-03-08 06:00,128.01
2018-03-08 07:00,120.8
2018-03-08 08:00,124.89
2018-03-08 09:00,127.86
2018-03-08 10:00,124.89
2018-03-08 11:00,125.2
2018-03-08 12:00,124.82
2018-03-08 13:00,120.44
2018-03-08 14:00,120.8
2018-03-08 15:00,124.89
2018-03-08 16:00,120.8
2018-03-08 17:00,124.89
2018-03-08 18:00,124.89
2018-03-08 19:00,136.27
2018-03-08 20:00,146.56
2018-03-08 21:00,136.27
2018-03-08 22:00,121.24
2018-03-08 23:00,148.79
2018-03-08 24:00,148.79
2018-03-09 01:00,123.38
2018-03-09 02:00,122.32
2018-03-09 03:00,120.73
2018-03-09 04:00,120.73
2018-03-09 05:00,120.73
2018-03-09 06:00,120.73
2018-03-09 07:00,120.73
2018-03-09 08:00,120.73
2018-03-09 09:00,143.56
2018-03-09 10:00,140.88
2018-03-09 11:00,149.95
2018-03-09 12:00,140.88
2018-03-09 13:00,120.62
2018-03-09 14:00,141.04
2018-03-09 15:00,147.6
2018-03-09 16:00,140.88
2018-03-09 17:00,146.25
2018-03-09 18:00,146.25
2018-03-09 19:00,141.13
2018-03-09 20:00,141.72
2018-03-09 21:00,155.29
2018-03-09 22:00,153.29
2018-03-09 23:00,153.05
2018-03-09 24:00,154.15
2018-03-10 01:00,127.55
2018-03-10 02:00,120.93
2018-03-10 03:00,120.93
2018-03-10 04:00,126.62
2018-03-10 05:00,123.51
2018-03-10 06:00,123.51
2018-03-10 07:00,120.93
2018-03-10 08:00,123.51
2018-03-10 09:00,123.51
2018-03-10 10:00,125.94
2018-03-10 11:00,121.91
2018-03-10 12:00,122.44
2018-03-10 13:00,120.93
2018-03-10 14:00,125.56
2018-03-10 15:00,123.43
2018-03-10 16:00,120.74
2018-03-10 17:00,120.93
2018-03-10 18:00,121.91
2018-03-10 19:00,145.58
2018-03-10 20:00,156.42
2018-03-10 21:00,150.87
2018-03-10 22:00,145.58
2018-03-10 23:00,145.58
2018-03-10 24:00,150.96
2018-03-11 01:00,130.54
2018-03-11 02:00,124.07
2018-03-11 03:00,129.63
2018-03-11 04:00,125.6
2018-03-11 05:00,124.46
2018-03-11 06:00,124.99
2018-03-11 07:00,120.62
2018-03-11 08:00,120.62
2018-03-11 09:00,120.62
2018-03-11 10:00,124.07
2018-03-11 11:00,126.13
2018-03-11 12:00,114.34
2018-03-11 13:00,111.14
2018-03-11 14:00,120.42
2018-03-11 15:00,121.72
2018-03-11 16:00,120.42
2018-03-11 17:00,120.42
2018-03-11 18:00,127.3
2018-03-11 19:00,127.3
2018-03-11 20:00,127.73
