date,smp_max,smp_min,smp_mean,supply
2018-10-22,196.46,145.73,163.55,65.5
2018-10-23,201.17,144.86,162.86,64.52
2018-10-24,175.53,145.42,162.01,64.4
2018-10-25,173.0,145.83,160.86,64.21
2018-10-26,200.68,145.65,164.69,64.43
2018-10-27,174.85,145.56,160.75,62.45
2018-10-28,201.49,145.69,159.61,61.19
2018-10-29,195.83,145.83,162.77,64.8
2018-10-30,187.53,145.83,155.85,65.53
2018-10-31,201.43,146.24,157.79,65.95
2018-11-01,203.85,154.32,168.74,66.26
2018-11-02,171.9,142.44,161.82,65.76
2018-11-03,177.65,141.48,163.33,63.87
2018-11-04,179.9,141.9,165.42,62.7
2018-11-05,205.86,145.81,168.12,65.79
2018-11-06,204.17,144.71,168.46,66.14
2018-11-07,193.55,149.94,161.39,65.59
2018-11-08,187.11,149.94,160.19,66.9
2018-11-09,180.57,149.94,163.48,66.77
2018-11-10,185.79,149.58,166.77,64.49
2018-11-11,167.48,100.04,152.12,62.92
2018-11-12,184.04,133.73,165.63,67.05
2018-11-13,185.26,143.01,162.92,67.35
2018-11-14,190.0,147.26,164.99,68.11
2018-11-15,182.36,141.48,159.4,66.41
2018-11-16,171.31,101.11,154.59,67.26
2018-11-17,172.02,99.67,156.76,66.29
2018-11-18,166.53,95.48,148.43,66.14
2018-11-19,161.95,134.92,154.05,69.59
2018-11-20,163.5,147.68,156.51,70.5
2018-11-21,160.43,144.61,154.65,69.77
2018-11-22,169.43,146.41,156.96,73.43
2018-11-23,206.5,149.07,162.23,73.38
2018-11-24,177.86,102.11,152.31,67.55
2018-11-25,183.49,98.81,153.78,66.51
2018-11-26,165.59,99.82,154.21,69.48
2018-11-27,163.26,139.53,155.4,69.31
2018-11-28,204.02,140.26,163.78,71.08
2018-11-29,204.23,144.53,162.1,70.04
2018-11-30,185.96,149.17,164.16,69.44
2018-12-01,189.08,106.18,169.49,67.57
2018-12-02,193.06,88.98,161.04,64.17
2018-12-03,196.23,160.5,173.87,67.14
2018-12-04,194.37,140.39,175.42,70.67
2018-12-05,196.52,142.83,170.85,73.29
2018-12-06,219.62,155.96,174.03,75.18
2018-12-07,216.15,156.96,178.78,81.61
2018-12-08,217.74,151.6,168.4,80.06
2018-12-09,195.18,89.28,168.12,78.29
2018-12-10,201.14,154.04,176.1,79.78
2018-12-11,219.71,152.11,170.77,79.03
2018-12-12,194.73,148.38,175.2,84.42
2018-12-13,219.21,151.06,174.66,83.11
2018-12-14,199.22,149.14,173.6,83.54
2018-12-15,198.86,161.02,173.94,79.37
2018-12-16,175.56,151.39,166.51,74.17
2018-12-17,177.14,161.58,166.48,82.0
2018-12-18,201.05,161.49,172.24,80.85
2018-12-19,176.76,161.0,167.02,73.9
2018-12-20,218.66,155.58,168.83,76.57
2018-12-21,216.32,149.78,173.92,71.74
2018-12-22,177.75,103.24,163.91,71.11
2018-12-23,198.5,147.55,170.15,74.77
2018-12-24,214.49,160.5,170.59,80.25
2018-12-25,191.42,147.53,169.78,74.63
2018-12-26,205.36,161.71,172.32,80.19
2018-12-27,208.27,161.88,174.74,89.53
2018-12-28,214.13,161.88,180.16,90.76
2018-12-29,209.51,152.53,171.66,86.13
2018-12-30,200.64,159.99,175.13,84.29
2018-12-31,211.99,104.37,170.41,85.75
2019-01-01,168.22,71.64,138.28,81.11
2019-01-02,192.93,142.55,158.79,90.17
2019-01-03,183.19,145.41,155.71,87.34
2019-01-04,175.35,142.88,157.04,85.2
2019-01-05,164.41,106.06,147.77,83.75
2019-01-06,192.13,100.08,152.83,82.32
2019-01-07,193.97,140.41,160.03,85.12
2019-01-08,190.67,146.52,153.94,88.68
2019-01-09,193.5,146.75,160.34,88.52
2019-01-10,192.45,144.49,161.03,86.79
2019-01-11,192.51,138.01,158.77,83.32
2019-01-12,192.24,138.99,160.42,80.81
2019-01-13,192.73,99.82,155.67,81.62
2019-01-14,188.16,132.94,159.58,83.8
2019-01-15,192.02,145.62,159.06,87.05
2019-01-16,190.29,146.36,162.0,93.47
2019-01-17,190.62,145.95,161.14,91.6
2019-01-18,192.89,146.36,157.9,86.66
2019-01-19,181.87,142.17,158.5,79.6
2019-01-20,183.54,99.68,151.87,84.96
2019-01-21,190.33,142.64,162.12,88.0
2019-01-22,191.35,142.51,159.34,86.77
2019-01-23,189.0,131.17,159.2,86.03
2019-01-24,190.28,144.51,161.19,85.09
2019-01-25,187.64,141.19,161.04,87.41
2019-01-26,193.46,144.19,158.62,89.98
2019-01-27,181.53,139.31,154.61,84.16
2019-01-28,191.86,110.86,159.11,87.08
2019-01-29,189.75,133.91,163.04,84.98
2019-01-30,182.75,109.43,155.18,82.15
2019-01-31,194.05,110.62,156.54,91.6
2019-02-01,159.88,116.4,133.5,87.95
2019-02-02,168.75,110.92,136.94,79.2
2019-02-03,166.91,61.72,134.62,73.06
2019-02-04,169.52,114.13,131.18,78.3
2019-02-05,142.88,53.16,121.25,73.45
2019-02-06,160.1,61.72,129.16,72.49
2019-02-07,166.84,125.04,136.11,85.25
2019-02-08,165.46,124.76,139.99,85.17
2019-02-09,164.0,122.58,140.41,89.63
2019-02-10,166.69,126.75,142.92,84.03
2019-02-11,164.14,125.04,141.05,90.72
2019-02-12,169.2,125.04,137.83,85.78
2019-02-13,169.54,125.04,136.21,87.79
2019-02-14,163.19,120.66,132.76,88.15
2019-02-15,167.55,125.04,135.95,87.68
2019-02-16,160.64,113.9,135.76,87.13
2019-02-17,161.83,120.63,135.17,84.73
2019-02-18,168.05,125.04,137.37,84.23
2019-02-19,169.4,116.8,133.36,82.39
2019-02-20,169.47,125.04,136.44,82.82
2019-02-21,161.36,125.04,138.76,83.36
2019-02-22,169.54,124.51,136.38,82.92
2019-02-23,161.67,121.11,141.01,77.61
2019-02-24,165.33,89.7,133.31,77.16
2019-02-25,169.01,116.84,141.62,80.1
2019-02-26,168.62,129.77,142.52,81.53
2019-02-27,167.08,121.24,140.02,81.95
2019-02-28,165.83,113.07,135.37,80.93
2019-03-01,168.66,123.69,142.02,79.3
2019-03-02,169.58,91.06,130.13,77.48
2019-03-03,154.97,93.03,127.65,75.37
2019-03-04,169.3,123.32,133.49,80.49
2019-03-05,169.66,123.8,133.66,78.36
2019-03-06,169.37,123.8,134.74,79.71
2019-03-07,165.81,123.54,134.71,84.43
2019-03-08,169.37,123.8,132.78,81.18
2019-03-09,131.04,117.21,126.69,74.57
2019-03-10,134.95,108.89,126.03,74.93
2019-03-11,165.54,123.8,133.41,79.97
2019-03-12,168.41,118.09,130.22,78.78
2019-03-13,163.47,123.8,143.1,84.49
2019-03-14,168.8,123.8,139.75,83.09
2019-03-15,182.9,114.23,150.07,81.55
2019-03-16,172.69,127.13,152.46,79.1
2019-03-17,163.14,120.66,145.13,77.48
2019-03-18,178.86,117.41,151.62,79.39
2019-03-19,174.06,118.34,150.87,76.91
2019-03-20,180.31,117.47,151.11,73.5
2019-03-21,168.85,114.17,147.59,76.61
2019-03-22,167.19,125.66,152.1,82.27
2019-03-23,174.46,117.71,149.78,82.29
2019-03-24,170.95,114.91,147.13,79.88
2019-03-25,176.15,117.6,150.11,80.02
2019-03-26,171.49,120.48,143.25,77.48
2019-03-27,171.97,114.79,139.69,72.94
2019-03-28,178.56,114.12,148.23,73.05
2019-03-29,179.08,115.26,149.46,72.72
2019-03-30,168.35,109.51,149.03,79.13
2019-03-31,168.35,117.66,149.14,81.4
2019-04-01,217.93,134.52,147.73,80.91
2019-04-02,179.62,127.09,148.66,81.04
2019-04-03,218.06,119.83,147.43,81.98
2019-04-04,181.52,122.51,145.53,77.88
2019-04-05,160.92,136.04,146.23,75.43
2019-04-06,165.45,115.83,146.13,72.17
2019-04-07,165.8,125.14,142.17,68.16
2019-04-08,182.16,120.05,145.95,71.92
2019-04-09,221.96,123.01,151.2,73.71
2019-04-10,224.71,127.39,153.01,78.43
2019-04-11,217.69,126.61,150.53,76.96
2019-04-12,180.36,136.8,146.84,77.04
2019-04-13,176.47,129.7,156.28,74.11
2019-04-14,181.61,127.21,147.16,73.36
2019-04-15,181.48,135.35,148.11,74.73
2019-04-16,157.53,136.49,144.93,69.44
2019-04-17,162.6,136.49,147.63,73.39
2019-04-18,181.74,136.34,145.67,70.74
2019-04-19,181.48,135.42,147.53,67.73
2019-04-20,155.26,124.68,144.4,69.22
2019-04-21,163.95,126.77,147.07,64.02
2019-04-22,164.52,136.96,148.23,65.73
2019-04-23,160.84,125.42,147.19,67.18
2019-04-24,164.66,126.48,146.58,66.42
2019-04-25,164.3,139.15,147.04,66.63
2019-04-26,156.61,136.8,145.24,73.65
2019-04-27,225.06,136.46,149.72,70.14
2019-04-28,164.56,127.99,146.72,66.8
2019-04-29,165.41,135.97,146.38,70.28
2019-04-30,160.79,136.63,147.02,68.97
2019-05-01,146.05,133.43,139.95,68.46
2019-05-02,179.02,136.56,147.09,69.78
2019-05-03,180.46,134.72,145.75,69.67
2019-05-04,182.81,133.33,143.88,66.6
2019-05-05,150.07,133.1,139.69,66.23
2019-05-06,183.65,136.86,143.51,68.31
2019-05-07,143.93,133.43,138.94,70.67
2019-05-08,184.71,133.43,142.56,66.53
2019-05-09,183.37,133.43,142.51,69.18
2019-05-10,176.16,133.43,145.78,68.22
2019-05-11,176.62,132.99,141.83,66.55
2019-05-12,151.15,130.2,139.58,64.82
2019-05-13,147.45,132.47,141.0,65.82
2019-05-14,182.57,133.13,142.65,66.88
2019-05-15,226.1,133.43,163.91,67.16
2019-05-16,184.2,133.43,147.22,67.45
2019-05-17,184.95,133.43,145.18,65.81
2019-05-18,178.17,132.62,145.17,62.51
2019-05-19,183.54,132.9,147.62,62.95
2019-05-20,179.09,133.43,147.84,66.67
2019-05-21,183.25,133.43,144.42,65.77
2019-05-22,146.41,133.43,139.72,65.9
2019-05-23,148.98,132.63,141.28,66.7
2019-05-24,185.3,132.09,142.97,67.01
2019-05-25,180.17,129.27,149.16,65.02
2019-05-26,178.79,127.7,143.77,62.88
2019-05-27,175.65,129.23,145.98,67.05
2019-05-28,178.92,131.59,149.97,64.06
2019-05-29,175.48,134.08,148.34,65.99
2019-05-30,180.1,132.29,147.88,65.02
2019-05-31,180.46,133.22,145.36,63.97
2019-06-01,193.34,129.06,145.29,63.03
2019-06-02,159.37,131.11,141.84,63.08
2019-06-03,150.7,133.94,142.62,65.43
2019-06-04,240.07,132.54,162.13,67.49
2019-06-05,232.18,133.15,173.58,67.27
2019-06-06,239.85,136.87,156.12,67.86
2019-06-07,236.19,131.95,169.61,64.21
2019-06-08,186.16,129.73,150.12,63.27
2019-06-09,190.01,128.08,145.95,62.54
2019-06-10,193.05,131.68,154.07,63.91
2019-06-11,192.37,133.84,144.27,65.17
2019-06-12,191.21,135.75,145.67,65.25
2019-06-13,193.42,133.48,153.81,66.2
2019-06-14,187.75,133.3,151.72,64.98
2019-06-15,188.48,134.46,146.89,63.43
2019-06-16,188.45,130.31,145.13,62.72
2019-06-17,235.98,135.17,187.17,65.36
2019-06-18,238.0,137.84,207.73,65.82
2019-06-19,237.75,140.51,211.85,66.68
2019-06-20,241.07,172.61,214.56,67.32
2019-06-21,239.23,174.81,214.8,67.39
2019-06-22,242.02,137.49,196.74,65.42
2019-06-23,233.26,132.05,181.62,64.12
2019-06-24,238.93,132.05,184.91,66.52
2019-06-25,235.21,137.23,170.25,67.01
2019-06-26,191.36,138.5,157.31,70.62
2019-06-27,162.5,135.26,151.08,70.26
2019-06-28,191.07,136.85,154.48,70.0
2019-06-29,192.26,135.92,153.88,72.63
2019-06-30,192.26,139.62,152.35,67.55
2019-07-01,191.46,149.58,160.04,71.52
2019-07-02,198.15,152.23,157.4,69.86
2019-07-03,161.09,152.25,155.5,69.33
2019-07-04,195.17,149.58,164.76,70.42
2019-07-05,197.41,152.23,157.6,70.61
2019-07-06,196.48,149.5,160.09,68.56
2019-07-07,193.29,149.4,159.54,65.37
2019-07-08,247.87,149.58,187.12,67.86
2019-07-09,167.33,150.88,156.87,68.43
2019-07-10,160.36,152.41,157.51,69.5
2019-07-11,161.19,149.58,155.71,70.13
2019-07-12,167.08,149.58,158.54,70.37
2019-07-13,172.13,149.5,156.47,66.27
2019-07-14,170.0,149.4,158.25,69.22
2019-07-15,163.47,149.26,157.7,72.48
2019-07-16,160.55,152.1,155.77,73.21
2019-07-17,197.86,149.58,159.14,75.92
2019-07-18,250.98,151.56,175.32,73.2
2019-07-19,187.16,150.61,172.2,75.87
2019-07-20,193.13,150.07,160.55,70.26
2019-07-21,189.26,149.4,160.63,74.05
2019-07-22,248.9,149.58,174.43,81.4
2019-07-23,194.51,149.97,167.3,82.75
2019-07-24,189.78,149.88,168.8,83.35
2019-07-25,245.57,149.58,188.49,85.37
2019-07-26,599.28,149.58,184.8,86.26
2019-07-27,158.52,131.91,153.05,82.91
2019-07-28,172.18,147.07,156.41,83.66
2019-07-29,166.63,148.73,157.88,89.53
2019-07-30,198.61,147.11,160.05,93.28
2019-07-31,192.15,146.2,163.09,93.33
2019-08-01,171.92,150.57,164.78,93.97
2019-08-02,176.69,150.68,163.05,92.73
2019-08-03,172.69,149.49,162.28,86.5
2019-08-04,175.91,149.38,160.94,86.89
2019-08-05,233.37,149.81,173.78,90.65
2019-08-06,230.47,149.56,177.38,92.51
2019-08-07,233.62,149.56,181.13,95.82
2019-08-08,230.02,152.3,181.09,96.54
2019-08-09,232.85,151.88,179.34,92.95
2019-08-10,234.57,149.49,171.37,86.02
2019-08-11,171.77,152.26,160.17,84.5
2019-08-12,232.21,149.56,174.33,91.15
2019-08-13,231.05,149.56,174.1,94.01
2019-08-14,177.13,149.56,164.25,92.76
2019-08-15,236.72,149.38,171.91,83.14
2019-08-16,176.03,149.73,163.58,85.45
2019-08-17,178.35,149.51,162.44,85.26
2019-08-18,176.51,149.28,159.75,79.04
2019-08-19,179.48,148.18,164.33,84.16
2019-08-20,173.74,149.56,161.4,87.23
2019-08-21,175.67,150.11,164.1,88.93
2019-08-22,177.52,149.56,162.48,89.48
2019-08-23,174.97,149.56,161.02,84.42
2019-08-24,180.8,151.51,161.28,76.74
2019-08-25,176.11,151.16,160.93,72.08
2019-08-26,174.93,149.56,162.1,81.03
2019-08-27,178.22,152.35,161.24,86.55
2019-08-28,178.9,151.81,161.82,80.11
2019-08-29,172.24,151.45,163.09,73.5
2019-08-30,174.11,149.56,165.24,73.48
2019-08-31,176.95,151.12,161.38,72.24
2019-09-01,185.02,162.75,168.05,68.53
2019-09-02,190.04,161.59,169.32,77.45
2019-09-03,186.95,159.49,169.06,77.69
2019-09-04,226.51,159.32,180.7,75.84
2019-09-05,219.42,156.8,181.7,79.59
2019-09-06,187.07,160.34,173.46,78.08
2019-09-07,190.6,159.16,166.85,73.42
2019-09-08,181.68,159.35,167.43,71.04
2019-09-09,187.5,160.15,167.3,80.2
2019-09-10,191.13,157.37,166.34,80.41
2019-09-11,174.33,161.79,164.68,79.41
2019-09-12,190.1,156.47,165.9,67.16
2019-09-13,171.49,153.09,163.48,62.04
2019-09-14,186.38,159.41,168.55,67.73
2019-09-15,190.17,156.59,166.6,71.33
2019-09-16,172.59,159.69,168.8,74.87
2019-09-17,174.29,158.95,167.1,71.66
2019-09-18,174.09,160.95,167.77,71.15
2019-09-19,177.83,161.62,167.11,69.44
2019-09-20,173.29,159.28,167.03,68.76
2019-09-21,177.19,81.92,158.94,64.56
2019-09-22,183.06,77.57,164.08,61.41
2019-09-23,182.41,160.99,168.43,65.95
2019-09-24,184.92,154.21,167.83,66.15
2019-09-25,175.83,159.41,166.66,66.81
2019-09-26,181.86,160.17,167.82,69.96
2019-09-27,183.07,81.88,161.72,72.16
2019-09-28,185.84,161.22,167.86,73.89
2019-09-29,174.42,78.32,161.98,72.28
